1 roll,1 pitch,2 roll,2 pitch,3 roll,3 pitch,4 roll,4 pitch,5 roll,5 pitch,result
69.37,-62.5,13.39,-24.8,28.1,46.61,36.78,-8.5,28.64,-33.99,peace
69.24,-62.34,13.53,-24.81,28.19,46.58,36.82,-8.59,28.66,-33.96,peace
69.29,-62.37,13.52,-25.0,28.06,46.43,36.59,-8.75,28.38,-34.07,peace
69.3,-62.45,13.48,-24.77,28.17,46.61,36.75,-8.45,28.58,-33.94,peace
69.29,-62.52,13.32,-24.72,28.08,46.74,36.73,-8.24,28.53,-33.74,peace
69.33,-62.48,13.33,-24.76,28.0,46.76,36.7,-8.25,28.53,-33.72,peace
69.3,-62.43,13.37,-24.68,28.05,46.82,36.8,-8.28,28.63,-33.76,peace
69.49,-62.4,13.35,-24.69,28.0,46.84,36.84,-8.24,28.66,-33.76,peace
69.46,-62.51,13.25,-24.68,27.9,46.83,36.65,-8.17,28.44,-33.66,peace
69.53,-62.6,13.13,-24.66,27.81,46.87,36.54,-8.08,28.37,-33.59,peace
69.68,-62.51,13.25,-24.66,27.88,46.84,36.66,-8.12,28.57,-33.66,peace
69.72,-62.49,13.33,-24.82,27.75,46.76,36.61,-8.14,28.57,-33.67,peace
69.8,-62.38,13.41,-24.82,27.65,46.78,36.6,-8.13,28.57,-33.6,peace
69.58,-62.26,13.57,-24.81,27.57,46.68,36.57,-8.25,28.52,-33.7,peace
69.42,-62.3,13.57,-24.72,27.62,46.73,36.6,-8.16,28.63,-33.68,peace
69.47,-62.13,13.61,-24.8,27.55,46.66,36.59,-8.23,28.6,-33.74,peace
69.24,-62.12,13.66,-24.68,27.77,46.55,36.67,-8.33,28.68,-33.92,peace
69.11,-62.09,13.73,-24.61,27.89,46.53,36.8,-8.36,28.79,-33.99,peace
69.31,-62.07,13.65,-24.67,27.82,46.56,36.81,-8.33,28.76,-33.98,peace
69.04,-62.21,13.72,-24.65,27.89,46.53,36.83,-8.31,28.73,-33.91,peace
69.12,-62.26,13.66,-24.71,27.91,46.55,36.8,-8.37,28.76,-33.92,peace
69.04,-62.36,13.6,-24.66,27.92,46.59,36.82,-8.36,28.79,-33.9,peace
69.04,-62.25,13.64,-24.65,27.95,46.57,36.8,-8.36,28.75,-33.97,peace
68.98,-62.21,13.64,-24.65,27.95,46.59,36.74,-8.36,28.66,-33.93,peace
68.76,-62.22,13.72,-24.49,28.07,46.65,36.78,-8.3,28.67,-33.86,peace
68.42,-62.21,13.77,-24.45,28.13,46.58,36.8,-8.36,28.67,-33.92,peace
68.62,-62.31,13.66,-24.42,28.06,46.66,36.78,-8.23,28.7,-33.79,peace
68.72,-62.22,13.73,-24.42,28.06,46.66,36.83,-8.2,28.77,-33.75,peace
68.65,-62.22,13.68,-24.46,28.02,46.61,36.74,-8.23,28.62,-33.71,peace
68.79,-62.39,13.66,-24.64,27.91,46.47,36.57,-8.35,28.48,-33.81,peace
68.93,-62.39,13.57,-24.46,27.89,46.7,36.76,-8.06,28.59,-33.56,peace
68.96,-62.39,13.5,-24.53,27.96,46.65,36.64,-8.15,28.47,-33.6,peace
69.15,-62.29,13.51,-24.62,27.92,46.6,36.59,-8.24,28.4,-33.7,peace
69.13,-62.3,13.52,-24.65,27.99,46.58,36.53,-8.34,28.35,-33.77,peace
68.99,-62.28,13.58,-24.7,28.0,46.51,36.53,-8.4,28.33,-33.8,peace
69.05,-62.16,13.62,-24.61,28.18,46.59,36.61,-8.39,28.41,-33.78,peace
69.08,-62.2,13.55,-24.75,28.05,46.49,36.44,-8.46,28.24,-33.82,peace
69.04,-62.05,13.71,-24.76,28.1,46.41,36.52,-8.59,28.35,-33.94,peace
68.94,-62.06,13.73,-24.7,28.15,46.41,36.56,-8.62,28.35,-33.93,peace
68.95,-62.02,13.66,-24.66,28.07,46.51,36.53,-8.48,28.35,-33.82,peace
69.05,-62.01,13.63,-24.73,28.06,46.51,36.58,-8.52,28.38,-33.87,peace
69.06,-62.08,13.55,-24.79,27.97,46.47,36.39,-8.57,28.2,-33.88,peace
69.28,-62.12,13.49,-24.94,27.72,46.38,36.21,-8.59,28.03,-33.86,peace
69.43,-62.0,13.55,-24.93,27.7,46.35,36.22,-8.66,28.04,-33.91,peace
69.25,-62.14,13.56,-24.65,27.89,46.53,36.42,-8.57,28.19,-33.85,peace
69.41,-62.13,13.5,-24.68,27.89,46.52,36.47,-8.61,28.13,-33.92,peace
69.42,-61.98,13.52,-24.61,27.94,46.61,36.55,-8.55,28.15,-33.89,peace
69.41,-61.88,13.64,-24.81,27.82,46.42,36.49,-8.66,28.06,-33.98,peace
69.54,-61.68,13.8,-24.8,27.84,46.46,36.63,-8.65,28.21,-33.99,peace
69.57,-61.67,13.75,-24.73,27.97,46.49,36.69,-8.62,28.33,-34.04,peace
69.54,-61.82,13.66,-24.84,27.96,46.34,36.56,-8.75,28.21,-34.16,peace
69.59,-61.8,13.64,-24.78,27.9,46.39,36.6,-8.69,28.21,-34.14,peace
69.67,-61.73,13.67,-24.73,27.84,46.47,36.75,-8.59,28.35,-34.1,peace
69.32,-61.86,13.66,-24.59,28.01,46.52,36.75,-8.52,28.36,-34.02,peace
69.13,-61.99,13.61,-24.53,28.1,46.52,36.78,-8.55,28.37,-34.05,peace
69.3,-62.03,13.5,-24.53,28.06,46.58,36.79,-8.49,28.4,-34.04,peace
69.41,-62.13,13.35,-24.54,27.84,46.69,36.72,-8.31,28.38,-33.87,peace
69.18,-62.14,13.37,-24.52,27.9,46.74,36.79,-8.15,28.55,-33.65,peace
69.05,-62.27,13.35,-24.63,27.89,46.62,36.58,-8.21,28.35,-33.65,peace
69.07,-62.22,13.37,-24.67,27.81,46.61,36.57,-8.14,28.32,-33.55,peace
68.93,-62.23,13.41,-24.55,27.83,46.65,36.54,-8.09,28.33,-33.48,peace
69.09,-62.24,13.34,-24.68,27.64,46.65,36.42,-7.99,28.24,-33.35,peace
68.89,-62.35,13.32,-24.73,27.61,46.58,36.29,-8.01,28.07,-33.29,peace
68.85,-62.34,13.41,-24.76,27.61,46.51,36.27,-8.04,28.01,-33.3,peace
68.96,-62.29,13.42,-24.72,27.59,46.59,36.34,-8.0,28.11,-33.25,peace
69.18,-62.17,13.46,-24.84,27.45,46.55,36.21,-8.0,28.08,-33.27,peace
69.14,-62.07,13.56,-24.88,27.41,46.52,36.23,-8.0,28.06,-33.24,peace
68.95,-62.21,13.5,-24.91,27.39,46.44,36.12,-8.08,27.88,-33.31,peace
69.11,-62.21,13.47,-24.87,27.38,46.49,36.2,-8.02,27.95,-33.26,peace
68.96,-62.24,13.47,-24.75,27.48,46.56,36.25,-7.98,27.98,-33.28,peace
69.17,-62.2,13.4,-24.75,27.39,46.64,36.23,-7.92,27.96,-33.27,peace
69.43,-62.08,13.37,-24.87,27.24,46.62,36.14,-7.97,27.92,-33.31,peace
69.46,-62.06,13.36,-24.83,27.19,46.67,36.19,-7.9,27.99,-33.25,peace
69.32,-62.04,13.45,-24.84,27.22,46.6,36.05,-7.95,27.91,-33.29,peace
69.26,-61.98,13.47,-24.84,27.18,46.61,35.98,-7.93,27.81,-33.25,peace
69.52,-61.92,13.38,-24.88,27.07,46.63,35.96,-7.94,27.74,-33.31,peace
69.61,-61.86,13.42,-24.85,27.05,46.65,35.98,-7.98,27.73,-33.33,peace
69.56,-61.74,13.53,-24.87,27.15,46.64,36.02,-8.01,27.84,-33.34,peace
69.5,-61.71,13.59,-24.95,27.24,46.54,36.09,-8.16,27.84,-33.46,peace
69.45,-61.58,13.72,-24.94,27.37,46.47,36.21,-8.31,27.88,-33.6,peace
69.24,-61.69,13.65,-24.87,27.43,46.51,36.27,-8.28,27.84,-33.57,peace
69.15,-61.83,13.54,-24.89,27.43,46.51,36.19,-8.29,27.75,-33.54,peace
69.24,-61.88,13.47,-25.0,27.4,46.44,36.04,-8.37,27.67,-33.62,peace
69.29,-61.96,13.39,-24.96,27.5,46.48,36.13,-8.39,27.72,-33.69,peace
69.5,-62.02,13.29,-25.09,27.47,46.43,36.06,-8.47,27.61,-33.79,peace
69.5,-62.0,13.28,-25.04,27.52,46.44,36.11,-8.51,27.71,-33.86,peace
69.02,-61.95,13.45,-24.91,27.79,46.39,36.28,-8.65,27.72,-33.98,peace
69.11,-61.94,13.43,-24.94,27.82,46.37,36.29,-8.74,27.65,-34.04,peace
69.27,-62.0,13.28,-24.99,27.67,46.37,36.19,-8.71,27.61,-34.06,peace
