1 roll,1 pitch,2 roll,2 pitch,3 roll,3 pitch,4 roll,4 pitch,5 roll,5 pitch,result
94.91,-82.08,78.23,-7.66,88.83,18.19,107.67,1.84,111.77,-9.79,smile
96.13,-81.85,78.1,-7.45,89.11,18.21,107.87,1.84,112.03,-9.98,smile
96.63,-81.78,78.05,-7.19,89.1,18.43,107.86,2.01,112.0,-10.02,smile
97.39,-81.72,78.07,-6.98,89.04,18.73,107.79,2.29,112.02,-9.88,smile
97.24,-81.78,78.24,-6.87,89.05,18.9,107.75,2.48,112.12,-9.68,smile
97.32,-81.79,78.48,-6.84,88.91,18.97,107.68,2.66,112.16,-9.53,smile
96.24,-81.93,78.77,-6.83,88.69,18.95,107.33,2.66,111.99,-9.46,smile
93.71,-82.01,78.83,-6.75,88.73,18.9,107.21,2.74,111.92,-9.25,smile
91.92,-81.84,78.91,-6.85,88.87,18.45,107.2,2.37,111.8,-9.47,smile
90.72,-81.69,78.82,-7.06,89.24,18.13,107.35,1.97,111.66,-9.87,smile
91.06,-81.1,78.67,-7.16,89.4,18.09,107.41,1.82,111.57,-10.18,smile
90.75,-81.18,78.5,-7.05,89.46,18.07,107.43,1.66,111.54,-10.32,smile
91.87,-81.15,78.46,-7.51,89.55,17.88,107.49,1.48,111.5,-10.6,smile
93.81,-81.25,77.88,-7.36,89.7,18.0,107.55,1.44,111.75,-10.87,smile
95.15,-81.61,78.12,-7.5,89.61,18.33,107.46,1.79,112.02,-10.64,smile
95.4,-81.71,78.12,-7.6,89.42,18.44,107.25,1.92,112.04,-10.55,smile
94.43,-82.17,78.06,-7.62,89.23,18.57,106.99,2.18,111.91,-10.22,smile
94.1,-82.24,77.87,-7.59,89.17,18.64,106.88,2.31,111.83,-10.04,smile
93.43,-82.39,77.5,-7.45,89.2,18.71,106.79,2.32,111.76,-10.02,smile
92.66,-82.6,77.36,-7.35,89.19,18.84,106.56,2.33,111.52,-9.99,smile
90.07,-82.63,77.07,-7.15,89.18,18.71,106.46,2.22,111.45,-9.94,smile
88.06,-82.42,76.79,-7.27,89.29,18.4,106.54,1.94,111.4,-10.19,smile
86.82,-82.03,76.9,-7.53,89.44,18.05,106.53,1.54,111.38,-10.56,smile
87.24,-81.64,76.64,-7.62,89.68,17.8,106.78,1.21,111.44,-10.96,smile
88.91,-81.35,76.48,-7.73,89.9,17.78,106.92,0.99,111.35,-11.42,smile
88.25,-81.43,76.34,-8.13,90.08,17.55,106.93,0.67,111.35,-11.71,smile
90.16,-81.72,75.98,-7.4,90.21,17.82,107.05,0.19,111.44,-12.0,smile
87.35,-82.11,75.55,-7.13,90.04,18.04,106.93,0.56,111.36,-11.88,smile
87.99,-81.87,75.53,-6.87,89.84,18.35,106.81,0.94,111.36,-11.77,smile
88.3,-82.27,75.66,-6.79,89.75,18.63,106.75,1.36,111.44,-11.39,smile
88.04,-82.57,75.57,-6.53,89.55,19.12,106.58,2.02,111.35,-10.79,smile
87.32,-82.34,75.47,-6.22,89.42,19.31,106.53,2.36,111.18,-10.45,smile
85.9,-82.33,75.57,-6.07,89.38,19.29,106.42,2.54,111.03,-10.2,smile
85.79,-81.76,75.85,-6.04,89.35,19.27,106.36,2.57,110.86,-10.21,smile
84.23,-81.56,76.01,-5.88,89.38,19.34,106.37,2.71,110.87,-10.11,smile
84.99,-81.24,76.44,-6.04,89.37,19.36,106.52,2.84,111.19,-9.98,smile
86.09,-81.41,76.8,-6.18,89.26,19.43,106.53,2.92,111.43,-9.87,smile
86.06,-81.48,77.49,-6.43,88.98,19.58,106.3,3.08,111.39,-9.68,smile
86.43,-81.43,78.18,-7.0,88.8,19.45,106.07,3.04,111.33,-9.57,smile
86.58,-81.59,78.46,-6.96,88.6,19.49,105.77,3.05,111.17,-9.4,smile
86.4,-81.62,78.87,-7.34,88.58,19.21,105.74,2.77,111.06,-9.57,smile
87.4,-81.61,79.33,-7.62,88.48,19.01,105.73,2.52,111.05,-9.89,smile
86.26,-82.44,79.51,-8.34,88.61,18.49,105.44,1.81,110.76,-10.38,smile
85.02,-81.94,79.08,-8.32,89.03,18.15,105.58,1.24,110.6,-11.08,smile
85.35,-81.43,78.78,-7.97,89.19,18.1,105.72,1.14,110.6,-11.33,smile
85.15,-81.16,78.71,-8.54,89.42,17.44,105.82,0.35,110.52,-12.15,smile
86.56,-80.93,78.57,-8.92,89.62,17.18,105.91,-0.08,110.37,-12.63,smile
88.07,-81.0,78.57,-9.21,89.68,16.97,105.97,-0.35,110.43,-13.03,smile
90.75,-81.05,78.73,-9.54,89.6,17.0,106.08,-0.35,110.55,-13.18,smile
93.24,-81.25,78.99,-10.13,89.62,16.84,106.18,-0.55,110.73,-13.44,smile
96.59,-81.21,78.65,-10.06,89.45,17.18,106.12,-0.34,110.8,-13.39,smile
97.16,-81.43,78.64,-9.68,89.29,17.71,106.01,0.19,110.94,-13.02,smile
97.36,-81.62,78.49,-9.39,89.09,18.05,105.78,0.58,110.95,-12.65,smile
96.42,-81.82,78.4,-9.12,88.95,18.4,105.7,0.94,111.03,-12.32,smile
95.72,-81.87,78.58,-9.1,88.79,18.45,105.52,1.03,110.99,-12.12,smile
91.94,-81.89,78.44,-8.85,88.89,18.36,105.47,1.11,110.74,-11.94,smile
92.06,-81.74,78.67,-8.99,88.72,18.34,105.29,1.18,110.59,-11.8,smile
92.22,-81.34,78.53,-8.93,88.76,18.4,105.45,1.31,110.52,-11.77,smile
